"V8"	"V9"	"T2_3"	"UCLA_1_1"	"UCLA_1_2"	"UCLA_1_3"	"UCLA_1_4"	"UCLA_1_5"	"UCLA_1_6"	"UCLA_1_7"	"UCLA_1_8"	"UCLA_1_9"	"UCLA_1_10"	"T3_3"	"UCLA_2_1"	"UCLA_2_2"	"UCLA_2_3"	"UCLA_2_4"	"UCLA_2_5"	"UCLA_2_6"	"UCLA_2_7"	"UCLA_2_8"	"UCLA_2_9"	"UCLA_2_10"	"T4_3"	"SLWS_1"	"SLWS_2"	"SLWS_3"	"SLWS_4"	"SLWS_5"	"T5_3"	"SE_1_1"	"SE_1_2"	"SE_1_3"	"SE_1_4"	"SE_1_5"	"SE_1_6"	"SE_1_7"	"SE_1_8"	"SE_1_9"	"SE_1_10"	"SE_2_1"	"SE_2_2"	"SE_2_3"	"SE_2_4"	"SE_2_5"	"SE_2_6"	"SE_2_7"	"SE_2_8"	"SE_2_9"	"SE_2_10"	"T6_3"	"Mood_1"	"Mood_2"	"Mood_3"	"Mood_4"	"Mood_5"	"Mood_6"	"Mood_7"	"Mood_8"	"Mood_9"	"Mood_10"	"Mood_11"	"Mood_12"	"Mood_13"	"Mood_14"	"Mood_15"	"Mood_16"	"T7_3"	"Disc_1"	"Disc_2"	"Disc_3"	"Disc_4"	"T8_3"	"Disc_5"	"Disc_6"	"Disc_7"	"Disc_8"	"Disc_9"	"T9_3"	"DiscR_1"	"DiscR_2"	"DiscR_3"	"DiscR_4"	"T10_3"	"DiscR_5"	"DiscR_6"	"DiscR_7"	"DiscR_8"	"DiscR_9"	"T11_3"	"EIS_1"	"EIS_2"	"EIS_3"	"EIS_4"	"EIS_5"	"EIS_6"	"T12_3"	"Well_B_1"	"Well_B_2"	"Well_B_3"	"Well_B_4"	"Well_B_5"	"Well_B_6"	"Well_B_7"	"Well_B_8"	"Well_B_9"	"Well_B_10"	"T13_3"	"Rau_1"	"Rem_2"	"Rsa_6"	"Rau_7"	"Rem_8"	"Rsa_12"	"Rau_13"	"Rem_14"	"Rsa_18"	"Rau_19"	"Rem_20"	"Rsa_24"	"Rau_25"	"Rem_26"	"Rsa_30"	"Rau_31"	"Rem_32"	"Rsa_36"	"Rau_37"	"Rem_38"	"Rsa_42"	"T14_3"	"Sex"	"Age"	"Ethn_1"	"Ethn_2"	"Ethn_3"	"Ethn_4"	"Ethn_5"	"Ethn_6"	"Ethn_7"	"Ethn_7_TEXT"	"Cntry_Orig"	"Prim_Lang"	"Pol_Ori"	"T15_3"	"Interr"	"Distr"	"Privacy"	"Scrn_Size"	"T16_3"	"Debr"	"T17_3"	"end"	"T18_3"	"Subject"	"UCLA_1_1.rev.x"	"UCLA_1_5.rev.x"	"UCLA_1_6.rev.x"	"UCLA_1_9.rev.x"	"UCLA_1_10.rev.x"	"UCLA_2_5.rev.x"	"UCLA_2_6.rev.x"	"UCLA_2_9.rev.x"	"UCLA_2_10.rev.x"	"UCLA_total.x"	"SWLS_total"	"SE_total"	"SE_perf"	"SE_social"	"SE_appear"	"Mood_total"	"PD_general"	"PD_race"	"EI_total"	"WellB_total"	"WellB_PA"	"WellB_NA"	"WellR_total"	"WellR_auto"	"WellR_envir"	"WellR_accept"	"UCLA_1_1.rev.y"	"UCLA_1_5.rev.y"	"UCLA_1_6.rev.y"	"UCLA_1_9.rev.y"	"UCLA_1_10.rev.y"	"UCLA_2_5.rev.y"	"UCLA_2_6.rev.y"	"UCLA_2_9.rev.y"	"UCLA_2_10.rev.y"	"UCLA_total.y"	"SWLS_total"	"SE_total"	"SE_perf"	"SE_social"	"SE_appear"	"Mood_total"	"PD_general"	"PD_race"	"EI_total"	"WellB_total"	"WellB_PA"	"WellB_NA"	"WellR_total"	"WellR_auto"	"WellR_envir"	"WellR_accept"
"12/19/15"	"12/19/15"	4.536	2	4	2	4	3	3	3	2	4	4	38.031	4	2	2	4	3	2	2	1	3	3	30.037	2	2	2	2	1	12.671	3	4	4	3	1	1	1	1	4	3	3	4	1	5	3	3	3	2	4	1	32.768	3	2	2	3	2	3	3	3	3	3	3	3	2	3	3	3	27.007	2	2	2	2	15.619	1	1	2	2	1	12.195	1	1	1	1	9.646	1	1	1	1	1	10.392	4	5	5	5	5	5	19.297	1	2	1	2	2	1	2	1	1	1	23.171	5	4	4	5	5	4	3	5	5	4	4	5	5	5	5	5	5	5	5	2	2	16.38	1	46	NA	1	NA	NA	NA	NA	NA	" "	"USA"	"English"	5	18.216	1	1	1	1	11.887	1	6.676	1	14.497	305	3	2	2	1	1	2	3	2	2	2.4	1.8	3.6	3.71428571428571	3.71428571428571	3.33333333333333	2.75	15	9	5.16666666666667	-2	2	4	4.66666666666667	5.42857142857143	4.28571428571429	4.28571428571429	3	2	2	1	1	2	3	2	2	2.4	1.8	3.6	3.71428571428571	3.71428571428571	3.33333333333333	2.75	15	9	5.16666666666667	-2	2	4	4.66666666666667	5.42857142857143	4.28571428571429	4.28571428571429
"12/21/15"	"12/21/15"	3.25	2	2	3	2	3	3	4	1	2	2	47.753	2	2	1	3	3	1	2	1	2	2	39.841	2	4	3	2	2	20.62	4	5	2	3	1	3	3	3	4	3	3	3	5	5	1	2	5	1	3	5	29.888	5	4	5	4	2	5	1	3	5	2	4	1	3	4	4	1	41.206	6	6	4	5	23.662	2	3	5	3	3	20.379	4	4	2	5	25.829	2	3	5	4	3	22.427	6	4	5	5	9	5	20.889	1	1	1	2	2	1	1	1	1	1	25.062	2	3	3	1	6	4	6	4	3	4	5	6	5	6	4	6	4	5	3	2	4	23.778	2	31	NA	NA	NA	1	NA	NA	NA	" "	"USA"	"English"	7	17.318	1	1	1	1	16.689	1	6.702	1	4.98	306	3	2	2	3	3	2	4	3	3	2.4	2.6	3.1	4.14285714285714	2.14285714285714	3	3.3125	37	32	5.66666666666667	-2	3	5	4.38095238095238	3.57142857142857	4.57142857142857	5	3	2	2	3	3	2	4	3	3	2.4	2.6	3.1	4.14285714285714	2.14285714285714	3	3.3125	37	32	5.66666666666667	-2	3	5	4.38095238095238	3.57142857142857	4.57142857142857	5
"12/19/15"	"12/19/15"	1.445	4	3	3	2	2	3	3	2	2	3	21.491	2	3	3	2	2	2	2	3	3	3	25.86	6	5	5	6	6	13.497	1	1	1	2	2	3	4	4	3	3	3	3	4	4	5	5	4	4	3	3	6.299	3	3	2	2	2	3	3	5	4	4	5	5	4	4	3	3	8.832	5	4	4	4	8.086	5	4	5	4	5	6.178	5	4	5	5	14.585	5	4	4	3	5	6.637	7	6	6	6	8	6	22.032	1	1	2	2	2	1	1	2	2	1	6.146	5	4	5	4	5	4	5	4	5	4	4	3	4	4	5	5	4	4	5	5	5	52.986	1	25	NA	1	NA	NA	NA	NA	NA	" "	"USA"	"Englsi"	7	13.743	1	1	1	1	20.573	1	6.759	1	3.534	307	1	3	2	3	2	3	3	2	2	2.45	5.6	2.6	3	2.57142857142857	2.16666666666667	3.4375	40	40	4.83333333333333	-1	2	3	4.90476190476191	4.85714285714286	5.14285714285714	4.71428571428571	1	3	2	3	2	3	3	2	2	2.45	5.6	2.6	3	2.57142857142857	2.16666666666667	3.4375	40	40	4.83333333333333	-1	2	3	4.90476190476191	4.85714285714286	5.14285714285714	4.71428571428571
"12/19/15"	"12/19/15"	8.992	2	3	4	3	2	2	3	2	2	2	26.886	3	3	4	3	2	2	3	3	1	1	35.128	6	7	7	6	5	14.168	5	4	3	2	1	3	4	3	2	1	4	3	2	3	1	2	2	1	4	1	37.859	1	1	3	1	1	1	1	1	1	1	1	2	1	3	1	3	57.229	2	2	2	3	17.924	2	2	3	1	1	12.914	1	1	1	1	9.095	3	1	2	1	1	25.198	1	3	3	4	6	3	67.723	1	1	1	2	1	1	2	1	1	1	17.753	6	6	6	6	2	6	4	2	1	1	6	6	6	1	1	1	2	1	6	4	3	28.068	2	26	NA	1	NA	NA	NA	NA	NA	" "	"united states"	"english"	9	45.715	1	1	1	1	9.777	1	6.762	1	9.254	308	3	3	3	3	3	3	3	4	4	3.15	6.2	3.65	3.71428571428571	4	3.16666666666667	1.4375	18	12	6.66666666666667	0	4	4	6.61904761904762	6.85714285714286	6.14285714285714	6.85714285714286	3	3	3	3	3	3	3	4	4	3.15	6.2	3.65	3.71428571428571	4	3.16666666666667	1.4375	18	12	6.66666666666667	0	4	4	6.61904761904762	6.85714285714286	6.14285714285714	6.85714285714286
"12/20/15"	"12/20/15"	7.268	2	4	4	4	1	1	1	4	1	1	34.444	4	4	4	4	1	1	3	4	1	1	43.138	6	5	5	5	6	19.341	4	1	4	1	1	5	2	2	5	1	4	4	2	5	1	1	1	1	1	1	30.851	3	1	4	1	1	3	1	1	1	1	1	4	4	4	1	1	40.01	1	1	1	1	13.175	1	1	1	1	1	89.918	1	1	1	1	10.391	1	1	1	1	1	14.601	8	8	8	1	1	8	24.866	1	1	1	1	1	2	2	2	2	2	21.007	6	5	5	5	2	6	4	1	2	1	6	6	6	5	1	1	1	1	5	5	5	23.385	2	28	1	NA	NA	NA	NA	NA	NA	" "	"Brazil"	"Portuguese"	7	20.29	1	1	1	1	17.028	1	6.809	1	22.401	309	3	4	4	4	4	4	4	4	4	3.75	5.4	4.65	4.85714285714286	4.71428571428571	4.33333333333333	2	9	9	1.66666666666667	5	5	0	6.42857142857143	6.57142857142857	5.85714285714286	6.85714285714286	3	4	4	4	4	4	4	4	4	3.75	5.4	4.65	4.85714285714286	4.71428571428571	4.33333333333333	2	9	9	1.66666666666667	5	5	0	6.42857142857143	6.57142857142857	5.85714285714286	6.85714285714286
"12/22/15"	"12/22/15"	4.457	2	2	2	1	2	2	2	1	2	3	40.248	2	2	1	2	3	3	2	2	2	2	33.823	5	3	3	5	3	16.917	3	4	3	3	4	3	3	3	3	2	4	4	4	3	3	3	4	4	3	4	23.965	2	1	2	3	3	3	1	2	1	1	1	2	2	2	1	2	30.41	2	2	1	2	26.502	1	1	2	1	1	14.333	1	1	1	1	16.512	1	1	1	1	1	9.652	7	6	7	6	6	5	18.44	1	1	1	2	1	2	1	1	1	2	24.094	4	5	5	5	5	5	5	5	5	5	5	3	4	3	5	5	5	5	3	4	4	23.814	1	22	NA	NA	NA	1	NA	NA	NA	" "	"Tiawan"	"Chinese"	5	20.341	1	1	1	1	13.085	1	6.82	1	11.058	310	3	3	3	3	2	2	2	3	3	2.15	3.8	2.85	2.71428571428571	2.57142857142857	3.33333333333333	1.8125	13	9	4.5	1	4	3	4.71428571428571	4.42857142857143	5.14285714285714	4.57142857142857	3	3	3	3	2	2	2	3	3	2.15	3.8	2.85	2.71428571428571	2.57142857142857	3.33333333333333	1.8125	13	9	4.5	1	4	3	4.71428571428571	4.42857142857143	5.14285714285714	4.57142857142857
"12/19/15"	"12/19/15"	6.141	4	1	1	1	3	3	3	2	2	4	35.859	1	1	1	1	4	4	4	1	1	1	24.945	2	4	1	2	1	12.624	2	5	1	5	5	1	5	5	1	5	2	1	5	1	5	5	5	5	5	5	26.073	2	3	5	4	3	2	5	5	5	5	4	3	4	5	4	4	28.44	5	5	3	2	23.104	1	1	6	4	2	17.374	1	1	1	1	10.945	1	1	1	1	1	14.944	2	6	8	2	7	6	32.396	1	1	1	1	1	1	1	1	1	2	23.179	5	3	1	3	5	2	5	3	6	4	2	1	5	5	6	2	6	6	5	5	1	26.222	1	35	NA	1	NA	NA	NA	NA	NA	" "	"United States"	"English"	9	25.927	1	1	1	2	17.737	1	6.832	1	20.705	311	1	2	2	3	1	1	1	4	4	1.8	2	1.1	1.14285714285714	1	1.16666666666667	3.9375	29	9	4.5	1	5	4	4.04761904761905	5.28571428571429	4.42857142857143	2.42857142857143	1	2	2	3	1	1	1	4	4	1.8	2	1.1	1.14285714285714	1	1.16666666666667	3.9375	29	9	4.5	1	5	4	4.04761904761905	5.28571428571429	4.42857142857143	2.42857142857143
"12/19/15"	"12/19/15"	8.734	2	2	3	2	2	3	3	1	2	3	110.117	2	2	3	2	3	2	3	3	2	2	90.117	3	4	5	2	2	28.016	4	3	5	2	1	4	1	5	3	1	5	5	1	4	1	1	3	1	2	1	87.908	3	2	3	2	3	3	2	2	2	1	3	2	3	2	1	3	114.579	4	5	1	4	98.3	3	4	5	3	3	38.247	4	4	3	4	50.385	4	5	4	3	3	27.313	4	5	3	7	8	4	82.969	2	1	1	2	2	2	1	1	1	2	46.34	6	5	4	5	4	5	2	3	5	3	5	6	6	4	5	4	4	3	4	5	4	53.319	1	34	NA	NA	1	NA	NA	NA	NA	" "	"USA"	"ENGLISH"	6	31.601	1	1	1	1	29.452	1	6.853	1	15.991	312	3	3	2	3	2	2	3	3	3	2.5	3.2	4.25	4.14285714285714	3.85714285714286	4.83333333333333	2.3125	32	34	6.5	-1	2	3	5.52380952380952	6	5.42857142857143	5.14285714285714	3	3	2	3	2	2	3	3	3	2.5	3.2	4.25	4.14285714285714	3.85714285714286	4.83333333333333	2.3125	32	34	6.5	-1	2	3	5.52380952380952	6	5.42857142857143	5.14285714285714
"12/22/15"	"12/22/15"	10.028	1	3	2	3	1	2	2	2	2	2	59.439	3	2	1	3	2	3	2	2	2	2	53.776	3	5	6	3	2	26.801	4	3	4	2	1	3	2	2	4	1	4	4	2	4	1	1	2	1	2	2	44.511	2	1	3	1	1	2	1	1	2	1	1	1	1	2	1	1	36.949	5	5	3	3	28.961	3	5	5	4	2	28.327	5	5	3	4	25.191	2	5	4	4	2	21.047	4	6	7	8	6	3	50.391	1	1	1	1	1	2	2	1	2	2	28.322	2	5	4	5	4	5	2	3	2	4	4	5	5	2	3	1	4	2	6	4	5	45.424	1	33	NA	NA	1	NA	NA	NA	NA	" "	"usa"	"emglish"	7	26.28	1	1	1	1	17.505	1	6.86	1	9.82	313	4	4	3	3	3	3	2	3	3	2.65	3.8	4.15	4.28571428571429	4.14285714285714	4	1.375	35	34	5.66666666666667	4	5	1	5.76190476190476	5.85714285714286	5.42857142857143	6	4	4	3	3	3	3	2	3	3	2.65	3.8	4.15	4.28571428571429	4.14285714285714	4	1.375	35	34	5.66666666666667	4	5	1	5.76190476190476	5.85714285714286	5.42857142857143	6
"12/22/15"	"12/22/15"	4.284	2	3	4	3	1	2	3	3	2	1	59.657	4	4	3	3	4	1	3	4	1	1	41.713	5	5	5	5	1	21.94	5	1	3	2	1	3	3	3	4	2	4	4	1	5	1	1	1	1	1	1	24.32	1	1	2	2	2	1	1	1	1	1	1	1	1	1	2	1	29.454	3	2	2	2	24.987	1	1	2	1	1	15.32	2	2	2	2	16.169	1	2	2	1	1	21.673	7	5	5	5	6	5	30.465	1	1	1	1	1	2	1	1	2	2	30.437	5	5	4	6	1	5	1	2	1	1	6	6	6	2	2	2	1	2	6	4	4	31.502	1	35	1	NA	NA	NA	NA	NA	NA	" "	"USA"	"English"	9	49.058	1	1	1	1	19.488	1	6.863	1	11.898	314	3	4	3	3	4	1	4	4	4	3.35	4.2	4.35	4.71428571428571	4.57142857142857	3.66666666666667	1.25	15	15	4.83333333333333	3	5	2	6.38095238095238	7	5.85714285714286	6.28571428571429	3	4	3	3	4	1	4	4	4	3.35	4.2	4.35	4.71428571428571	4.57142857142857	3.66666666666667	1.25	15	15	4.83333333333333	3	5	2	6.38095238095238	7	5.85714285714286	6.28571428571429
"12/19/15"	"12/19/15"	10.683	1	4	4	4	1	1	4	4	1	1	37.472	4	4	4	4	1	1	3	4	1	1	35.525	7	7	6	6	6	16.443	4	1	3	1	1	4	2	3	4	2	4	4	1	5	1	1	4	2	1	1	27.575	2	2	1	2	2	3	1	2	1	2	1	2	1	2	1	1	27.426	3	3	3	3	26.137	1	1	3	1	1	17.683	3	3	1	1	17.578	1	2	3	1	1	18.515	7	9	9	1	1	8	31.291	1	1	1	1	1	2	2	2	2	2	24.655	5	6	5	5	2	6	1	1	2	4	6	5	6	1	2	1	1	1	6	6	4	29.634	2	67	NA	1	NA	NA	NA	NA	NA	" "	"USA"	"English"	9	26.762	1	1	1	1	23.222	1	6.927	1	29.97	315	4	4	4	4	4	4	4	4	4	3.95	6.4	4.25	4.57142857142857	4.14285714285714	4	1.625	19	16	1.5	5	5	0	6.57142857142857	6.57142857142857	6.71428571428571	6.42857142857143	4	4	4	4	4	4	4	4	4	3.95	6.4	4.25	4.57142857142857	4.14285714285714	4	1.625	19	16	1.5	5	5	0	6.57142857142857	6.57142857142857	6.71428571428571	6.42857142857143
"12/21/15"	"12/21/15"	57.759	2	2	2	2	3	2	2	3	3	3	35.698	2	2	2	2	2	2	2	2	2	2	77.445	5	4	4	5	3	79.262	4	4	1	2	1	3	5	3	3	2	3	2	4	3	3	3	3	2	2	2	30.438	3	2	4	2	1	3	1	2	1	1	2	2	1	2	1	1	41.853	3	3	3	2	23.527	2	1	4	1	1	18.362	3	3	2	1	30.377	1	1	1	1	1	17.241	6	5	5	5	4	5	96.273	1	1	1	1	1	1	1	1	2	1	35.429	4	3	4	3	4	4	3	3	4	4	3	4	3	5	3	4	4	4	3	3	4	114.109	2	38	1	NA	NA	NA	NA	NA	NA	" "	"usa"	"english"	7	77.733	1	1	1	1	16.604	1	6.934	1	91.752	316	3	2	3	2	2	3	3	3	3	2.35	4.2	3.05	3.85714285714286	3	2.16666666666667	1.8125	20	14	4.66666666666667	1	5	4	4.66666666666667	4.57142857142857	4.42857142857143	5	3	2	3	2	2	3	3	3	3	2.35	4.2	3.05	3.85714285714286	3	2.16666666666667	1.8125	20	14	4.66666666666667	1	5	4	4.66666666666667	4.57142857142857	4.42857142857143	5
"12/19/15"	"12/19/15"	9.876	2	2	2	2	3	2	3	2	2	3	62.209	2	3	1	2	3	3	2	2	3	3	188.981	5	4	3	5	3	26.49	3	2	2	1	1	2	1	1	2	2	3	3	1	3	1	1	1	1	3	1	74.164	1	1	2	2	1	2	1	1	1	1	1	1	1	1	1	1	36.658	2	2	2	2	27.236	3	3	4	1	1	23.555	4	4	4	4	15.381	4	4	4	1	1	16.503	4	5	5	4	6	4	36.261	1	1	1	2	2	2	1	1	2	2	75.814	3	4	5	6	2	5	2	3	4	4	5	5	5	3	3	3	2	2	4	3	2	28.639	1	28	NA	NA	1	NA	NA	NA	NA	" "	"United states"	"English"	5	52.78	1	1	1	2	25.941	1	6.941	1	4.979	317	3	2	3	3	2	2	2	2	2	2.2	4	3.95	3.71428571428571	4.71428571428571	3.33333333333333	1.1875	20	30	5.33333333333333	1	3	2	5.38095238095238	5.57142857142857	5.14285714285714	5.42857142857143	3	2	3	3	2	2	2	2	2	2.2	4	3.95	3.71428571428571	4.71428571428571	3.33333333333333	1.1875	20	30	5.33333333333333	1	3	2	5.38095238095238	5.57142857142857	5.14285714285714	5.42857142857143
"12/19/15"	"12/19/15"	17.146	2	3	3	2	2	3	3	2	1	2	112.133	3	2	1	4	1	3	2	2	2	2	97.578	3	2	4	3	3	53.932	4	2	3	2	1	3	1	3	5	2	4	3	3	4	2	1	3	1	2	1	48.949	2	3	1	2	3	1	1	1	1	1	1	2	1	2	1	2	43.31	3	1	1	2	63.673	4	1	4	2	1	49.567	1	2	1	4	35.107	3	2	3	2	1	28.721	3	6	6	6	3	5	70.991	1	2	2	2	2	2	2	1	2	2	57.7	5	3	3	4	4	4	3	3	3	3	4	5	5	4	3	4	4	5	4	4	4	54.204	1	21	NA	NA	NA	1	NA	NA	NA	" "	"Pakistan"	"Ursu"	6	47.554	1	1	1	1	30.555	1	6.956	1	19.428	318	3	3	2	4	3	4	2	3	3	2.7	3	4	4.42857142857143	3.71428571428571	3.83333333333333	1.5625	19	19	4.83333333333333	0	1	1	5.09523809523809	5.42857142857143	4.85714285714286	5	3	3	2	4	3	4	2	3	3	2.7	3	4	4.42857142857143	3.71428571428571	3.83333333333333	1.5625	19	19	4.83333333333333	0	1	1	5.09523809523809	5.42857142857143	4.85714285714286	5
"12/19/15"	"12/19/15"	7.468	3	2	2	2	3	3	2	2	2	3	71.106	2	2	2	2	3	3	3	2	3	3	49.589	5	5	5	5	1	24.34	4	2	4	2	1	3	2	1	4	2	4	4	2	4	1	1	1	2	2	1	47.035	2	2	2	2	1	1	1	1	2	1	1	1	1	1	1	1	30.313	2	2	2	3	25.155	2	2	3	2	2	25.691	2	2	2	2	17.705	2	2	2	2	2	15.04	5	6	4	5	6	4	32.297	1	1	1	1	1	2	2	2	2	2	34.121	5	5	4	5	4	4	2	3	4	2	5	5	5	3	4	2	3	3	5	5	4	28.803	1	68	NA	1	NA	NA	NA	NA	NA	" "	"United States"	"english"	2	32.382	1	1	1	1	20.893	1	6.97	1	14.615	319	2	2	2	3	2	2	2	2	2	2.1	4.2	4.25	4.14285714285714	4.57142857142857	4	1.3125	20	18	5.33333333333333	5	5	0	5.71428571428571	6.28571428571429	5.71428571428571	5.14285714285714	2	2	2	3	2	2	2	2	2	2.1	4.2	4.25	4.14285714285714	4.57142857142857	4	1.3125	20	18	5.33333333333333	5	5	0	5.71428571428571	6.28571428571429	5.71428571428571	5.14285714285714
"12/19/15"	"12/19/15"	3.681	3	1	2	2	4	2	1	1	1	2	17.159	4	4	4	4	4	1	4	1	1	1	35.121	6	6	7	7	7	8.879	4	4	3	1	1	4	3	2	4	2	4	4	4	4	1	1	4	1	1	1	20.92	1	1	4	2	1	1	1	1	3	1	1	1	1	1	1	1	14.557	1	1	1	1	11.044	2	1	2	1	1	16.679	1	1	1	1	6.048	1	1	1	1	1	8.262	7	7	7	2	2	2	14.914	1	1	1	1	1	1	2	1	2	2	24.577	6	5	4	2	1	4	2	1	1	1	1	4	1	2	5	5	5	4	2	2	1	11.672	1	25	NA	1	NA	NA	NA	NA	NA	" "	"usa"	"english"	4	20.415	1	1	1	1	15.582	1	7.061	1	3.404	320	2	1	3	4	3	1	4	4	4	2.7	6.6	3.95	4.57142857142857	3.42857142857143	3.83333333333333	1.375	11	9	3.5	3	5	2	4.61904761904762	4.71428571428571	4.42857142857143	4.71428571428571	2	1	3	4	3	1	4	4	4	2.7	6.6	3.95	4.57142857142857	3.42857142857143	3.83333333333333	1.375	11	9	3.5	3	5	2	4.61904761904762	4.71428571428571	4.42857142857143	4.71428571428571
"12/19/15"	"12/19/15"	7.623	2	4	4	4	1	2	4	4	1	1	21.118	4	4	4	4	1	1	4	4	1	1	24.323	7	7	7	7	6	7.912	5	3	5	1	1	5	1	1	5	1	5	5	2	5	1	1	3	5	1	1	18.278	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	17.249	1	1	1	1	20.593	1	1	1	1	1	10.09	1	1	1	1	8.654	1	1	1	1	1	11.14	6	5	4	1	1	5	23.024	1	1	1	1	1	2	2	2	2	2	20.177	6	6	6	4	1	6	1	1	1	1	6	6	6	1	1	1	1	1	6	6	6	17.056	2	33	NA	NA	1	NA	NA	NA	NA	" "	"USA"	"English"	9	16.883	1	1	1	1	13.659	1	7.077	1	10.366	321	3	4	3	4	4	4	4	4	4	3.9	6.8	4.55	4.42857142857143	4.28571428571429	5	1	9	9	3.66666666666667	5	5	0	6.95238095238095	7	6.57142857142857	7.28571428571429	3	4	3	4	4	4	4	4	4	3.9	6.8	4.55	4.42857142857143	4.28571428571429	5	1	9	9	3.66666666666667	5	5	0	6.95238095238095	7	6.57142857142857	7.28571428571429
"12/22/15"	"12/22/15"	6.695	4	4	4	3	4	4	2	1	4	3	56.716	2	2	2	2	1	3	2	2	1	1	59.67	3	3	3	4	1	25.898	3	2	1	2	1	3	5	4	5	1	3	1	2	5	1	5	3	1	2	4	40.478	3	3	4	3	3	3	2	3	3	3	3	3	3	4	3	2	47.74	3	3	3	1	42.401	3	2	4	2	1	45.771	3	3	3	2	19.899	1	2	4	1	1	27.359	2	2	3	9	9	2	32.203	1	1	1	1	1	1	1	1	1	1	23.196	3	4	2	4	4	3	2	6	4	5	5	5	5	4	5	3	5	4	6	3	3	33.46	2	33	1	NA	NA	NA	NA	NA	NA	" "	"US"	"ENGLISH"	5	37.529	1	1	1	1	25.399	1	7.084	1	12.558	322	1	1	1	1	2	4	2	4	4	2.3	2.8	3.3	4.42857142857143	3.57142857142857	1.66666666666667	3	22	20	8.16666666666667	0	5	5	4.71428571428571	5.42857142857143	4.42857142857143	4.28571428571429	1	1	1	1	2	4	2	4	4	2.3	2.8	3.3	4.42857142857143	3.57142857142857	1.66666666666667	3	22	20	8.16666666666667	0	5	5	4.71428571428571	5.42857142857143	4.42857142857143	4.28571428571429
"12/19/15"	"12/19/15"	7.768	2	3	3	3	2	2	3	3	1	2	34.906	2	3	3	2	1	2	4	3	1	1	47.089	6	6	6	6	6	285.747	4	3	1	3	4	3	5	4	3	2	4	3	4	3	2	2	4	3	2	2	57.903	2	3	4	2	2	3	1	2	3	1	1	1	2	2	1	1	44.643	3	3	3	3	23.528	1	1	1	1	1	19.57	1	1	1	1	10.487	1	1	1	1	1	10.371	6	5	4	5	7	5	41.671	1	1	1	1	1	1	2	2	2	2	327.537	5	5	5	3	3	5	4	2	3	3	4	5	5	6	3	2	2	2	4	5	5	68.927	2	31	1	NA	NA	NA	NA	NA	NA	" "	"united states"	"english"	2	31.472	2	2	1	1	36.996	1	7.146	1	38.049	323	3	3	3	4	3	4	3	4	4	3.15	6	2.95	3.14285714285714	3	2.66666666666667	1.9375	17	9	5.33333333333333	4	5	1	5.57142857142857	5.42857142857143	5.28571428571429	6	3	3	3	4	3	4	3	4	4	3.15	6	2.95	3.14285714285714	3	2.66666666666667	1.9375	17	9	5.33333333333333	4	5	1	5.57142857142857	5.42857142857143	5.28571428571429	6
"12/22/15"	"12/22/15"	6.187	2	2	1	1	1	1	1	1	1	1	24.289	1	1	1	1	1	1	1	1	1	1	14.317	1	1	1	1	1	19.587	5	1	5	1	1	4	5	5	5	3	3	3	5	5	3	3	5	1	1	3	26.148	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	113.811	5	5	4	6	24.473	5	5	6	5	1	22.163	6	6	6	6	12.363	6	6	6	6	6	11.628	6	9	9	9	9	9	19.064	1	1	1	1	1	1	1	1	1	1	10.861	6	6	6	6	6	1	6	6	6	6	6	6	6	1	1	6	6	3	6	6	6	25.566	2	34	NA	NA	1	NA	NA	NA	NA	" "	"United States"	"English"	1	62.604	1	1	1	1	54.653	1	7.173	1	9.463	324	3	4	4	4	4	4	4	4	4	2.35	1	3.55	5	2.42857142857143	3.16666666666667	5	42	54	4.16666666666667	0	5	5	5.52380952380952	5.14285714285714	5.85714285714286	5.57142857142857	3	4	4	4	4	4	4	4	4	2.35	1	3.55	5	2.42857142857143	3.16666666666667	5	42	54	4.16666666666667	0	5	5	5.52380952380952	5.14285714285714	5.85714285714286	5.57142857142857
"12/19/15"	"12/19/15"	3.877	2	2	3	3	2	2	2	2	2	2	48.507	2	2	2	2	2	2	2	2	2	2	42.031	2	3	2	1	2	16.137	3	3	1	2	1	1	3	3	4	2	2	1	3	3	1	2	3	1	2	2	28.086	2	1	3	3	3	2	2	2	2	3	3	2	2	3	2	2	39.649	3	4	3	3	15.501	2	2	4	2	2	17.056	3	3	3	3	14.317	1	1	3	2	2	17.222	5	6	6	3	3	7	27.893	2	2	2	2	2	2	2	1	2	1	27.78	4	3	2	4	5	3	4	2	6	3	4	3	4	5	5	2	4	5	4	1	2	27.22	2	24	NA	NA	NA	1	NA	NA	NA	" "	"USA"	"English"	6	21.668	1	1	1	1	17.825	1	7.176	1	12.828	325	3	3	3	3	3	3	3	3	3	2.55	2	3.25	4	3.57142857142857	2	2.3125	25	21	3.66666666666667	-2	0	2	4.42857142857143	5.28571428571429	4.57142857142857	3.42857142857143	3	3	3	3	3	3	3	3	3	2.55	2	3.25	4	3.57142857142857	2	2.3125	25	21	3.66666666666667	-2	0	2	4.42857142857143	5.28571428571429	4.57142857142857	3.42857142857143
