"V8"	"V9"	"T2_3"	"UCLA_1_1"	"UCLA_1_2"	"UCLA_1_3"	"UCLA_1_4"	"UCLA_1_5"	"UCLA_1_6"	"UCLA_1_7"	"UCLA_1_8"	"UCLA_1_9"	"UCLA_1_10"	"T3_3"	"UCLA_2_1"	"UCLA_2_2"	"UCLA_2_3"	"UCLA_2_4"	"UCLA_2_5"	"UCLA_2_6"	"UCLA_2_7"	"UCLA_2_8"	"UCLA_2_9"	"UCLA_2_10"	"T4_3"	"SLWS_1"	"SLWS_2"	"SLWS_3"	"SLWS_4"	"SLWS_5"	"T5_3"	"SE_1_1"	"SE_1_2"	"SE_1_3"	"SE_1_4"	"SE_1_5"	"SE_1_6"	"SE_1_7"	"SE_1_8"	"SE_1_9"	"SE_1_10"	"SE_2_1"	"SE_2_2"	"SE_2_3"	"SE_2_4"	"SE_2_5"	"SE_2_6"	"SE_2_7"	"SE_2_8"	"SE_2_9"	"SE_2_10"	"T6_3"	"Mood_1"	"Mood_2"	"Mood_3"	"Mood_4"	"Mood_5"	"Mood_6"	"Mood_7"	"Mood_8"	"Mood_9"	"Mood_10"	"Mood_11"	"Mood_12"	"Mood_13"	"Mood_14"	"Mood_15"	"Mood_16"	"T7_3"	"Disc_1"	"Disc_2"	"Disc_3"	"Disc_4"	"T8_3"	"Disc_5"	"Disc_6"	"Disc_7"	"Disc_8"	"Disc_9"	"T9_3"	"DiscR_1"	"DiscR_2"	"DiscR_3"	"DiscR_4"	"T10_3"	"DiscR_5"	"DiscR_6"	"DiscR_7"	"DiscR_8"	"DiscR_9"	"T11_3"	"EIS_1"	"EIS_2"	"EIS_3"	"EIS_4"	"EIS_5"	"EIS_6"	"T12_3"	"Well_B_1"	"Well_B_2"	"Well_B_3"	"Well_B_4"	"Well_B_5"	"Well_B_6"	"Well_B_7"	"Well_B_8"	"Well_B_9"	"Well_B_10"	"T13_3"	"Rau_1"	"Rem_2"	"Rsa_6"	"Rau_7"	"Rem_8"	"Rsa_12"	"Rau_13"	"Rem_14"	"Rsa_18"	"Rau_19"	"Rem_20"	"Rsa_24"	"Rau_25"	"Rem_26"	"Rsa_30"	"Rau_31"	"Rem_32"	"Rsa_36"	"Rau_37"	"Rem_38"	"Rsa_42"	"T14_3"	"Sex"	"Age"	"Ethn_1"	"Ethn_2"	"Ethn_3"	"Ethn_4"	"Ethn_5"	"Ethn_6"	"Ethn_7"	"Ethn_7_TEXT"	"Cntry_Orig"	"Prim_Lang"	"Pol_Ori"	"T15_3"	"Interr"	"Distr"	"Privacy"	"Scrn_Size"	"T16_3"	"Debr"	"T17_3"	"end"	"T18_3"	"Subject"	"UCLA_1_1.rev.x"	"UCLA_1_5.rev.x"	"UCLA_1_6.rev.x"	"UCLA_1_9.rev.x"	"UCLA_1_10.rev.x"	"UCLA_2_5.rev.x"	"UCLA_2_6.rev.x"	"UCLA_2_9.rev.x"	"UCLA_2_10.rev.x"	"UCLA_total.x"	"SWLS_total"	"SE_total"	"SE_perf"	"SE_social"	"SE_appear"	"Mood_total"	"PD_general"	"PD_race"	"EI_total"	"WellB_total"	"WellB_PA"	"WellB_NA"	"WellR_total"	"WellR_auto"	"WellR_envir"	"WellR_accept"	"UCLA_1_1.rev.y"	"UCLA_1_5.rev.y"	"UCLA_1_6.rev.y"	"UCLA_1_9.rev.y"	"UCLA_1_10.rev.y"	"UCLA_2_5.rev.y"	"UCLA_2_6.rev.y"	"UCLA_2_9.rev.y"	"UCLA_2_10.rev.y"	"UCLA_total.y"	"SWLS_total"	"SE_total"	"SE_perf"	"SE_social"	"SE_appear"	"Mood_total"	"PD_general"	"PD_race"	"EI_total"	"WellB_total"	"WellB_PA"	"WellB_NA"	"WellR_total"	"WellR_auto"	"WellR_envir"	"WellR_accept"
"12/20/15"	"12/20/15"	12.759	3	2	2	2	3	3	3	2	3	3	49.803	2	2	1	2	2	3	3	2	3	2	43.056	5	3	3	4	3	32.098	4	3	1	3	2	2	5	4	5	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	3	2	2	2	3	1	2	3	1	1	2	1	2	1	1	131.602	3	3	2	3	88.059	3	4	4	3	2	52.213	2	2	1	3	25.893	2	3	4	2	1	28.574	4	3	6	6	4	3	70.273	1	1	1	2	2	2	1	1	1	1	33.136	2	4	3	6	4	4	4	5	3	2	4	4	5	2	2	1	1	3	6	4	3	273.086	NA	NA	NA	NA	NA	NA	NA	NA	NA	" "	" "	" "	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	38	2	2	2	2	2	3	2	2	3	2.15	3.6	NA	NA	NA	NA	1.875	27	20	5.66666666666667	-1	3	4	5.52380952380952	6	5.42857142857143	5.14285714285714	2	2	2	2	2	3	2	2	3	2.15	3.6	NA	NA	NA	NA	1.875	27	20	5.66666666666667	-1	3	4	5.52380952380952	6	5.42857142857143	5.14285714285714
"12/22/15"	"12/22/15"	9.483	3	2	3	4	1	3	3	4	1	1	127.582	4	4	4	4	1	1	2	3	1	1	94.321	7	6	7	7	1	58.065	5	1	4	1	1	5	1	1	5	1	5	5	1	5	1	1	1	1	5	1	67.538	1	3	3	1	1	1	1	1	3	1	1	1	1	1	1	1	46.307	1	1	1	6	34.653	4	1	1	1	1	34.477	6	3	1	1	39.303	5	1	1	1	1	24.273	9	9	9	1	1	9	70.832	1	1	1	1	1	2	2	2	2	2	67.177	6	6	6	6	1	6	1	1	1	1	6	6	6	3	1	1	1	1	6	6	1	83.276	1	32	NA	NA	1	NA	NA	NA	NA	" "	"Usa"	"English"	5	62.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	39	2	4	2	4	4	4	4	4	4	3.45	5.6	4.75	4.42857142857143	5	4.83333333333333	1.375	17	20	1	5	5	0	6.71428571428571	7.28571428571429	6.28571428571429	6.57142857142857	2	4	2	4	4	4	4	4	4	3.45	5.6	4.75	4.42857142857143	5	4.83333333333333	1.375	17	20	1	5	5	0	6.71428571428571	7.28571428571429	6.28571428571429	6.57142857142857
"12/20/15"	"12/20/15"	1.779	2	2	2	3	2	2	2	3	2	2	18.383	3	2	2	3	2	3	3	2	2	2	14.912	4	4	5	4	5	10.259	4	3	2	3	3	4	4	4	4	3	4	3	3	4	2	3	3	2	2	3	18.113	1	1	2	1	1	2	1	1	1	1	1	2	1	1	1	1	21.17	4	3	4	3	13.415	3	3	4	3	3	11.114	3	3	4	3	6.821	2	3	3	3	3	12.311	7	5	6	5	6	6	12.638	1	1	1	2	1	1	2	1	2	1	17.234	4	4	4	3	4	4	4	2	3	4	4	4	5	2	4	4	3	2	4	4	3	8.283	1	23	NA	NA	NA	1	NA	NA	NA	" "	"United States"	"english"	4	12.178	1	1	1	1	11.08	1	1.89	NA	NA	41	3	3	3	3	3	3	2	3	3	2.65	4.4	3.25	3.71428571428571	3	3	1.1875	30	27	4.5	1	4	3	5.19047619047619	4.85714285714286	5.57142857142857	5.14285714285714	3	3	3	3	3	3	2	3	3	2.65	4.4	3.25	3.71428571428571	3	3	1.1875	30	27	4.5	1	4	3	5.19047619047619	4.85714285714286	5.57142857142857	5.14285714285714
"12/23/15"	"12/23/15"	2.433	2	3	2	3	3	2	4	3	1	1	51.427	3	3	3	3	2	3	3	3	3	3	17.309	5	5	5	6	5	13.243	4	1	3	1	1	5	1	1	4	1	4	4	2	3	1	1	1	3	1	1	22.779	1	2	2	2	2	2	1	1	2	2	2	2	1	2	1	1	59.115	2	2	1	1	12.943	4	2	2	1	1	14.825	1	1	1	1	9.409	3	3	3	1	1	21.372	8	8	8	8	7	6	31.435	1	1	1	1	1	2	2	1	1	1	64.92	1	5	5	5	5	5	3	2	4	2	5	5	5	5	2	1	5	5	5	5	6	19.447	2	28	1	NA	NA	NA	NA	NA	NA	" "	"usa"	"english"	5	14.293	1	1	1	1	9.531	1	1.951	NA	NA	42	3	2	3	4	4	3	2	2	2	2.9	5.2	4.45	4.14285714285714	4.85714285714286	4.33333333333333	1.625	16	15	4.16666666666667	2	5	3	5.61904761904762	5.71428571428571	5.42857142857143	5.71428571428571	3	2	3	4	4	3	2	2	2	2.9	5.2	4.45	4.14285714285714	4.85714285714286	4.33333333333333	1.625	16	15	4.16666666666667	2	5	3	5.61904761904762	5.71428571428571	5.42857142857143	5.71428571428571
"12/22/15"	"12/22/15"	1.201	2	3	2	1	4	3	2	3	2	2	8.573	2	3	2	1	3	2	3	4	2	3	8.64	5	4	5	5	6	6.723	3	4	3	2	3	4	3	4	3	4	3	4	3	2	3	2	3	4	3	4	8.73	3	2	3	2	3	2	3	2	1	3	1	1	2	1	2	1	12.344	2	2	2	2	10.411	2	2	2	2	2	6.614	2	3	2	2	4.529	2	2	2	2	2	6.284	6	5	7	4	5	5	9.334	1	1	1	1	1	2	1	1	1	2	8.975	2	3	2	2	2	3	2	2	2	2	2	2	2	2	1	3	2	3	3	2	4	7.806	1	31	NA	NA	NA	1	NA	NA	NA	" "	"Usa"	"English"	4	17.85	1	1	1	1	7.33	1	2.668	NA	NA	43	3	1	2	3	3	2	3	3	2	2.4	5	2.9	2.85714285714286	2.42857142857143	3.5	2	18	19	4.33333333333333	2	5	3	4.76190476190476	4.57142857142857	4.71428571428571	5	3	1	2	3	3	2	3	3	2	2.4	5	2.9	2.85714285714286	2.42857142857143	3.5	2	18	19	4.33333333333333	2	5	3	4.76190476190476	4.57142857142857	4.71428571428571	5
"12/19/15"	"12/19/15"	7.574	2	3	2	2	2	1	2	2	2	2	65.365	2	2	1	1	2	2	2	2	2	2	43.745	5	5	6	5	4	28.193	4	2	3	2	1	2	2	3	4	3	4	3	2	4	2	2	2	2	3	2	35.237	2	2	2	4	3	4	4	4	4	2	2	2	2	5	4	4	31.647	5	5	5	5	21.49	4	5	5	3	3	20.891	5	5	5	5	16.875	4	5	5	4	3	17.866	6	6	6	3	6	6	29.394	1	1	1	2	1	1	1	1	1	1	39.884	3	2	4	5	3	4	2	3	5	2	4	5	5	5	2	6	2	5	5	5	4	30.091	2	24	1	1	NA	NA	NA	NA	NA	" "	"U.S.A"	"English"	6	19.577	1	1	1	1	12.062	1	2.678	NA	NA	44	3	3	4	3	3	3	3	3	3	2.45	5	3.7	4	3.71428571428571	3.33333333333333	3.125	40	41	4.16666666666667	-1	4	5	5.09523809523809	5.42857142857143	4.85714285714286	5	3	3	4	3	3	3	3	3	3	2.45	5	3.7	4	3.71428571428571	3.33333333333333	3.125	40	41	4.16666666666667	-1	4	5	5.09523809523809	5.42857142857143	4.85714285714286	5
"12/19/15"	"12/19/15"	5.912	3	2	3	2	3	3	2	2	3	3	33.451	1	2	2	2	4	3	2	2	1	1	31.983	4	2	5	5	7	12.036	4	3	2	3	1	1	3	3	4	2	4	2	4	3	2	4	2	1	2	3	23.828	2	1	2	2	2	3	1	1	1	1	1	1	1	3	1	1	19.395	6	6	2	2	12.962	2	2	6	5	2	14.841	5	4	2	2	9.785	2	2	5	2	2	12.517	3	3	2	2	8	3	14.545	1	1	1	1	1	2	2	2	2	1	24.49	5	3	5	3	2	5	4	6	5	3	3	4	6	2	2	3	5	4	4	2	2	16.083	1	32	NA	1	NA	NA	NA	NA	NA	" "	"USA"	"English"	7	16.023	1	1	1	1	14.115	1	2.793	NA	NA	45	2	2	2	2	2	1	2	4	4	2.15	4.6	3.25	4	3.28571428571429	2.33333333333333	1.5	33	26	6.5	4	5	1	4.76190476190476	5.42857142857143	3.85714285714286	5	2	2	2	2	2	1	2	4	4	2.15	4.6	3.25	4	3.28571428571429	2.33333333333333	1.5	33	26	6.5	4	5	1	4.76190476190476	5.42857142857143	3.85714285714286	5
"12/19/15"	"12/19/15"	1.767	2	4	4	4	3	2	3	3	2	3	90.074	4	4	4	4	1	1	3	4	1	1	49.092	6	6	6	6	6	91.65	4	2	4	1	1	3	3	2	4	1	4	4	2	4	1	2	2	1	1	3	55.008	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	44.398	3	3	1	3	23.497	4	1	2	1	1	119.537	1	1	1	1	21.251	1	1	1	1	1	11.082	6	6	6	1	1	2	21.144	1	1	1	1	1	2	2	2	2	2	97.434	1	6	6	6	1	6	1	1	1	1	6	6	6	2	1	1	1	1	6	6	6	35.757	1	43	NA	NA	1	NA	NA	NA	NA	" "	"Us"	"English"	3	22.918	1	1	1	1	8.756	1	3.197	NA	NA	46	3	2	3	3	2	4	4	4	4	3.5	6	4.15	4.57142857142857	4.14285714285714	3.66666666666667	1.0625	19	9	3.66666666666667	5	5	0	6.76190476190476	6.57142857142857	6.42857142857143	7.28571428571429	3	2	3	3	2	4	4	4	4	3.5	6	4.15	4.57142857142857	4.14285714285714	3.66666666666667	1.0625	19	9	3.66666666666667	5	5	0	6.76190476190476	6.57142857142857	6.42857142857143	7.28571428571429
"12/20/15"	"12/20/15"	6.391	3	2	2	2	3	1	2	3	3	2	12.399	2	3	3	4	3	2	2	2	3	3	9.88	6	5	6	4	3	30.645	4	4	3	3	4	3	2	3	4	4	4	4	3	4	2	3	3	4	2	2	28.437	1	2	2	2	2	1	1	1	1	2	2	1	2	2	2	2	36.819	4	3	4	5	17.15	3	3	4	1	2	46.679	3	3	2	2	15.061	2	3	2	2	1	12.946	6	7	5	7	5	6	27.019	1	2	2	2	2	2	2	2	2	1	19.707	4	5	4	4	5	5	4	5	5	5	5	4	5	5	3	3	4	5	4	4	6	15.517	1	41	NA	NA	NA	1	NA	NA	NA	" "	"India"	"English"	3	29.589	1	1	1	1	10.05	1	3.927	NA	NA	47	2	2	4	2	3	2	3	2	2	2.45	4.8	3.25	3.28571428571429	3	3.5	1.625	29	20	4.66666666666667	0	1	1	5.04761904761905	5	5	5.14285714285714	2	2	4	2	3	2	3	2	2	2.45	4.8	3.25	3.28571428571429	3	3.5	1.625	29	20	4.66666666666667	0	1	1	5.04761904761905	5	5	5.14285714285714
"12/19/15"	"12/19/15"	7.055	2	1	2	2	3	3	2	3	2	3	112.57	2	2	2	2	4	3	2	2	2	3	80.538	3	3	6	6	3	21.348	4	3	1	3	1	3	4	4	5	2	3	2	3	5	3	4	4	1	3	5	47.386	4	2	3	3	1	4	2	4	3	2	4	4	2	4	2	1	42.028	3	4	4	2	27	4	4	3	2	2	31.906	3	4	4	3	357.356	2	2	1	4	2	53.984	8	3	3	5	7	6	31.265	1	2	1	1	1	1	1	1	1	2	43.889	2	5	2	2	5	4	4	2	5	4	4	4	4	2	5	2	2	4	4	4	4	31.723	1	25	NA	NA	NA	NA	NA	NA	1	"White"	"United States"	"English"	5	64.415	2	1	1	1	25.173	1	4.242	NA	NA	48	3	2	2	3	2	1	2	3	2	2.1	4.2	3.05	4.28571428571429	2.57142857142857	2.16666666666667	2.8125	28	25	5.33333333333333	0	4	4	4.95238095238095	4.57142857142857	6	4.28571428571429	3	2	2	3	2	1	2	3	2	2.1	4.2	3.05	4.28571428571429	2.57142857142857	2.16666666666667	2.8125	28	25	5.33333333333333	0	4	4	4.95238095238095	4.57142857142857	6	4.28571428571429
"12/21/15"	"12/21/15"	2.662	2	3	3	3	2	2	2	2	2	2	32.191	2	2	3	3	2	3	3	2	2	2	28.529	5	5	5	5	4	13.643	3	2	4	2	2	3	1	1	3	1	4	4	1	4	1	1	1	1	1	1	19.572	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	24.893	3	3	3	3	17.412	1	3	3	1	1	17.934	3	3	3	3	10.603	1	3	3	1	1	20.271	7	6	7	2	4	4	25.692	1	1	1	2	1	2	2	1	2	2	24.865	3	4	4	3	3	5	2	2	3	3	5	5	4	3	2	3	3	4	5	5	5	28.003	2	30	1	NA	NA	NA	NA	NA	NA	" "	"brazil"	"[prtuguese"	5	28.888	1	1	1	1	10.535	1	4.3	NA	NA	49	3	3	3	3	3	3	2	3	3	2.7	4.8	4.35	4	4.85714285714286	4.16666666666667	1	21	21	3.66666666666667	3	4	1	5.52380952380952	5.28571428571429	5.57142857142857	5.71428571428571	3	3	3	3	3	3	2	3	3	2.7	4.8	4.35	4	4.85714285714286	4.16666666666667	1	21	21	3.66666666666667	3	4	1	5.52380952380952	5.28571428571429	5.57142857142857	5.71428571428571
"12/20/15"	"12/20/15"	5.176	2	4	2	4	2	2	3	2	1	2	159.024	3	4	3	4	1	2	3	2	1	2	67.405	7	6	6	6	6	54.511	3	3	4	2	1	3	2	2	3	1	4	4	1	4	1	1	5	2	1	2	74.533	1	1	4	1	1	1	1	1	1	1	1	1	1	3	1	1	50	3	3	2	2	212.005	1	1	2	2	1	45.515	2	2	2	2	128.535	1	1	1	1	1	29.327	5	9	9	6	7	7	49.027	1	1	1	2	1	1	2	2	2	2	65.419	6	6	6	6	2	5	1	3	2	1	5	6	6	4	1	1	2	1	6	5	2	52.132	2	20	NA	NA	1	NA	NA	NA	1	"Mixed"	"United States"	"English"	5	84.672	1	1	1	1	27.706	1	4.352	NA	NA	50	3	3	3	4	3	4	3	4	3	3.2	6.2	3.95	4	3.85714285714286	4	1.3125	17	13	3.83333333333333	3	4	1	6.42857142857143	7.28571428571429	5.57142857142857	6.42857142857143	3	3	3	4	3	4	3	4	3	3.2	6.2	3.95	4	3.85714285714286	4	1.3125	17	13	3.83333333333333	3	4	1	6.42857142857143	7.28571428571429	5.57142857142857	6.42857142857143
"12/19/15"	"12/19/15"	5.146	2	4	4	4	1	3	4	3	1	1	47.836	4	3	4	4	1	1	4	1	1	1	49.196	4	5	6	5	3	69.099	5	3	5	2	1	4	2	1	4	1	5	4	1	5	1	1	2	2	1	2	42.607	1	1	3	1	1	1	1	1	1	1	1	1	1	2	1	1	27.869	3	1	2	3	28.08	2	3	4	3	1	33.432	2	2	2	3	42.538	1	3	4	2	1	25.894	6	2	7	5	9	7	40.598	1	1	1	2	1	2	2	2	2	2	40.249	6	5	4	3	1	5	2	5	5	2	2	5	2	5	2	2	5	2	3	6	5	30.714	1	33	NA	1	NA	NA	NA	NA	NA	" "	"USA"	"English"	2	36.638	1	1	1	2	17.441	1	4.437	NA	NA	51	3	4	2	4	4	4	4	4	4	3.6	4.6	4.5	4.57142857142857	4.42857142857143	4.5	1.1875	22	20	5.33333333333333	4	4	0	5.09523809523809	5.42857142857143	4.14285714285714	5.71428571428571	3	4	2	4	4	4	4	4	4	3.6	4.6	4.5	4.57142857142857	4.42857142857143	4.5	1.1875	22	20	5.33333333333333	4	4	0	5.09523809523809	5.42857142857143	4.14285714285714	5.71428571428571
"12/21/15"	"12/22/15"	11.175	2	1	1	1	3	3	1	2	2	3	223.902	2	2	4	1	3	2	4	1	2	3	64.876	2	2	2	2	2	23.398	5	4	4	2	1	4	2	3	5	3	4	4	4	5	1	1	4	1	3	1	47.248	1	2	2	3	3	2	1	4	4	4	1	2	1	1	2	2	73.33	3	3	3	2	189.822	4	4	4	4	2	34.13	3	3	3	2	31.29	4	4	4	3	2	35.778	3	3	3	9	9	2	255.275	2	2	1	2	2	2	1	1	1	2	44.914	1	2	2	2	5	6	6	5	4	1	4	6	2	4	5	4	4	1	4	2	6	87.657	1	34	NA	NA	1	NA	NA	NA	NA	" "	"United States"	"English"	5	35.213	1	1	1	2	16.205	1	4.76	NA	NA	52	3	2	2	3	2	2	3	3	2	2.1	2	3.95	4.57142857142857	3.14285714285714	4.16666666666667	2.1875	29	28	7.83333333333333	-2	1	3	4.66666666666667	4	4.28571428571429	5.71428571428571	3	2	2	3	2	2	3	3	2	2.1	2	3.95	4.57142857142857	3.14285714285714	4.16666666666667	2.1875	29	28	7.83333333333333	-2	1	3	4.66666666666667	4	4.28571428571429	5.71428571428571
"12/20/15"	"12/20/15"	1.475	1	2	3	3	3	4	4	4	1	1	8.995	3	3	2	2	2	3	3	2	3	4	9.395	6	1	6	1	6	4.689	2	3	4	3	2	4	4	3	3	4	1	2	3	3	3	2	3	3	3	1	7.492	5	2	3	4	4	4	4	3	2	4	4	3	4	4	4	4	13.193	2	3	5	4	8.029	3	2	4	5	5	9.363	4	4	4	3	6.976	6	6	3	5	1	9.846	7	7	1	7	7	7	7.176	2	1	1	2	2	2	1	1	1	1	9.128	5	1	6	1	6	5	5	5	3	4	4	1	5	5	1	5	1	5	1	5	6	7.443	1	21	NA	NA	NA	NA	NA	NA	1	"white"	"United staes"	"english"	9	29.55	1	1	1	1	11.326	1	4.873	NA	NA	53	4	2	1	4	4	3	2	2	1	2.7	4	3	3	3.14285714285714	2.83333333333333	3.625	33	36	5.33333333333333	-2	2	4	4.85714285714286	4	5	5.57142857142857	4	2	1	4	4	3	2	2	1	2.7	4	3	3	3.14285714285714	2.83333333333333	3.625	33	36	5.33333333333333	-2	2	4	4.85714285714286	4	5	5.57142857142857
"12/19/15"	"12/19/15"	2.634	2	3	2	2	2	3	3	3	3	3	22.71	2	3	4	2	3	2	2	3	3	3	20.935	5	5	5	5	5	19.613	4	3	4	3	4	4	3	3	2	2	4	4	3	4	3	3	3	2	1	2	65.296	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	33.336	1	1	1	1	17.75	1	1	1	1	1	6.89	1	1	1	1	27.022	1	1	1	1	1	11.028	7	7	7	8	6	5	51.786	1	1	1	2	1	2	2	2	2	2	45.457	5	5	4	4	2	5	4	1	4	4	5	4	4	4	3	4	4	4	4	4	4	20.563	1	32	NA	NA	NA	1	NA	NA	NA	" "	"Philippines"	"Tagalog"	5	35.771	1	1	1	1	24.043	1	4.88	NA	NA	54	3	3	2	2	2	2	3	2	2	2.5	5	3.45	3.42857142857143	3.28571428571429	3.66666666666667	1	9	9	4.66666666666667	4	4	0	5.14285714285714	5	5.28571428571429	5.14285714285714	3	3	2	2	2	2	3	2	2	2.5	5	3.45	3.42857142857143	3.28571428571429	3.66666666666667	1	9	9	4.66666666666667	4	4	0	5.14285714285714	5	5.28571428571429	5.14285714285714
"12/20/15"	"12/20/15"	13.807	1	4	4	4	1	1	1	2	1	1	73.238	4	4	4	4	4	1	1	4	1	4	101.72	7	7	7	7	7	29.796	5	5	5	1	1	3	2	5	5	2	5	5	3	5	3	1	5	1	1	1	48.217	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	35.103	1	1	1	1	23.269	1	1	1	1	1	26.109	1	1	1	1	17.556	1	1	1	1	1	19.073	5	9	9	9	1	5	42.738	1	1	1	1	1	2	2	2	2	2	83.822	6	6	6	1	1	6	1	1	1	1	6	6	6	1	1	1	1	1	6	6	6	43.854	1	43	NA	NA	NA	1	NA	NA	NA	" "	"india"	"urdu"	9	23.591	1	1	1	1	24.29	1	4.938	NA	NA	55	4	4	4	4	4	1	4	4	1	3.3	7	4	5	2.57142857142857	4.5	1	9	9	3.66666666666667	5	5	0	6.80952380952381	6.57142857142857	6.57142857142857	7.28571428571429	4	4	4	4	4	1	4	4	1	3.3	7	4	5	2.57142857142857	4.5	1	9	9	3.66666666666667	5	5	0	6.80952380952381	6.57142857142857	6.57142857142857	7.28571428571429
"12/19/15"	"12/19/15"	9.735	2	3	3	3	3	2	3	2	2	2	56.381	3	3	2	3	2	3	2	3	1	1	31.918	4	4	4	4	4	32.129	4	3	3	2	1	4	3	3	4	2	4	4	2	4	2	3	2	2	2	2	27.021	3	2	3	2	1	1	1	2	2	3	1	1	1	3	3	2	30.619	3	5	2	1	23.81	1	1	3	1	1	19.53	3	3	2	3	20.364	2	1	2	1	2	28.113	7	6	6	3	7	7	28.646	1	1	1	2	1	2	2	1	1	2	28.659	5	5	4	5	4	5	3	2	4	4	3	5	4	4	4	2	2	2	5	5	3	29.912	1	40	NA	NA	1	NA	NA	NA	NA	" "	"America"	"English"	6	29.353	1	1	1	1	17.967	1	5.271	NA	NA	56	3	2	3	3	3	3	2	4	4	2.85	4	3.8	4.14285714285714	3.71428571428571	3.5	1.9375	18	19	4	2	4	2	5.52380952380952	5.71428571428571	5.57142857142857	5.28571428571429	3	2	3	3	3	3	2	4	4	2.85	4	3.8	4.14285714285714	3.71428571428571	3.5	1.9375	18	19	4	2	4	2	5.52380952380952	5.71428571428571	5.57142857142857	5.28571428571429
"12/19/15"	"12/19/15"	3.124	2	3	3	3	2	2	3	2	2	2	289.708	2	4	4	4	1	2	2	2	2	2	110.53	6	6	6	7	7	26.683	3	2	2	3	1	3	2	2	3	1	4	3	1	3	1	1	1	1	2	1	65.154	3	3	4	2	2	3	1	2	2	2	1	2	1	3	1	1	37.205	3	3	1	1	23.274	3	1	5	3	3	21.011	1	1	1	1	16.991	1	1	1	1	1	14.842	3	1	3	8	6	3	97.506	1	1	1	1	1	1	1	1	1	1	20.644	5	5	5	6	4	6	3	6	2	1	6	6	6	4	2	1	1	1	6	6	3	209.301	2	28	NA	1	NA	NA	NA	NA	NA	" "	"United States"	"English"	7	31.365	1	1	1	1	60.977	1	5.938	NA	NA	57	3	3	3	3	3	4	3	3	3	3	6.4	4	3.71428571428571	4.71428571428571	3.5	2.0625	23	9	7.33333333333333	0	5	5	6.33333333333333	6.85714285714286	5.71428571428571	6.42857142857143	3	3	3	3	3	4	3	3	3	3	6.4	4	3.71428571428571	4.71428571428571	3.5	2.0625	23	9	7.33333333333333	0	5	5	6.33333333333333	6.85714285714286	5.71428571428571	6.42857142857143
"12/19/15"	"12/19/15"	2.955	3	3	4	4	2	3	3	1	1	2	32.952	3	3	3	3	3	1	3	3	2	2	28.884	4	5	4	4	2	40.679	5	1	2	1	1	4	4	3	5	3	5	4	2	5	1	1	1	1	1	1	20.68	3	3	3	2	2	3	1	2	2	2	2	2	1	1	1	1	41.349	3	3	3	1	14.367	3	1	2	1	1	17.378	1	1	1	1	13.659	1	1	1	1	1	13.944	6	4	4	5	7	2	26.771	1	1	1	1	1	2	2	2	2	1	42.741	5	4	3	4	3	6	1	3	5	3	4	6	6	1	1	1	3	4	6	3	4	26.41	2	41	NA	1	NA	NA	NA	NA	NA	" "	"United States"	"English"	4	19.443	1	1	1	1	16.761	1	6.461	NA	NA	58	2	3	2	4	3	2	4	3	3	2.95	3.8	4.35	5	4.28571428571429	3.66666666666667	1.9375	18	9	6	4	5	1	5.80952380952381	6.57142857142857	5.28571428571429	5.57142857142857	2	3	2	4	3	2	4	3	3	2.95	3.8	4.35	5	4.28571428571429	3.66666666666667	1.9375	18	9	6	4	5	1	5.80952380952381	6.57142857142857	5.28571428571429	5.57142857142857
"12/19/15"	"12/19/15"	8.682	2	2	2	2	2	2	3	2	2	3	69.71	2	2	2	2	3	2	1	2	3	3	57.353	4	3	3	3	2	30.399	4	3	3	1	1	3	3	2	3	1	4	3	3	4	1	1	3	2	1	2	50.261	2	1	3	1	2	2	1	1	2	2	1	1	1	1	1	1	59.286	3	2	1	2	47.353	1	1	4	1	1	33.628	4	3	2	2	43.599	3	1	4	2	1	34.658	6	7	6	3	7	6	98.766	1	1	1	2	2	2	2	2	2	1	56.124	4	4	3	5	3	5	3	3	4	4	4	5	4	3	2	3	2	3	4	3	5	52.544	2	28	NA	NA	1	NA	NA	NA	NA	" "	"us"	"English"	7	31.717	1	1	1	2	29.917	1	7.842	NA	NA	59	3	3	3	3	2	2	3	2	2	2.25	3	3.9	4.28571428571429	3.85714285714286	3.5	1.4375	16	22	4.16666666666667	2	3	1	5.33333333333333	5.28571428571429	5.14285714285714	5.57142857142857	3	3	3	3	2	2	3	2	2	2.25	3	3.9	4.28571428571429	3.85714285714286	3.5	1.4375	16	22	4.16666666666667	2	3	1	5.33333333333333	5.28571428571429	5.14285714285714	5.57142857142857
